HOLOGRAM NUMBER,OBJECT NUMBER,X POSITION (m),Y POSITION (m),Z POSITION (m),NUMBER OF VOXEL
6,15,9.30884707e-05,1.11849273e-04,1.07541709e-05,283
6,16,1.22717029e-04,9.18629739e-05,1.42629078e-05,1290
6,17,8.51774748e-05,6.75029514e-05,1.50836886e-05,42
6,18,8.15049498e-05,4.33840869e-05,1.69817449e-05,253
6,19,1.01833837e-04,4.63692631e-05,1.66674981e-05,340
6,20,5.04634918e-05,1.61804692e-05,1.84512774e-05,484
6,21,1.06263840e-04,1.06837004e-04,1.78141672e-05,135
6,22,1.21641897e-04,7.46131191e-05,2.01168477e-05,157
6,23,8.24214803e-05,6.73755640e-05,2.78233274e-05,3496
6,24,1.00465564e-04,1.20899655e-04,2.48235519e-05,85
6,25,1.30951521e-04,5.65814080e-05,2.80002059e-05,690
6,26,7.40313772e-05,1.25336708e-04,2.87891598e-05,521
6,27,1.27651540e-04,2.91091583e-05,2.99693875e-05,153
6,28,1.05701707e-04,3.82285689e-05,3.51585077e-05,535
6,29,5.43687383e-05,8.60883592e-05,3.62330829e-05,453
6,30,2.56889525e-05,1.28599291e-04,3.73347611e-05,578
6,31,1.10685098e-04,3.46943307e-05,3.88194021e-05,257
6,32,9.16441204e-05,5.31716432e-05,3.93140399e-05,173
6,33,7.40160322e-05,5.32898630e-05,3.99362361e-05,158
6,34,5.72973477e-05,8.71426819e-05,4.02350161e-05,158
6,35,4.17516130e-05,1.32978545e-04,4.18846466e-05,1088
6,36,1.08599670e-04,2.27580185e-05,4.11132969e-05,412
6,37,6.44000902e-05,1.34068527e-04,4.42180790e-05,382
6,38,5.10081372e-05,6.38297570e-05,4.36096925e-05,64
6,39,7.08564839e-05,5.34774954e-05,4.60781048e-05,270
6,40,1.86307989e-05,5.69250042e-05,4.50000043e-05,2
6,41,7.61779957e-05,5.50664627e-05,4.66154524e-05,297
6,42,1.16106414e-04,4.15606337e-05,4.92206855e-05,830
6,43,4.42085366e-05,1.04732942e-04,5.08385710e-05,408
6,44,1.10815432e-04,1.31456894e-04,5.20053254e-05,503
6,45,1.78081973e-05,7.10946770e-05,5.10712562e-05,110
6,46,1.37530151e-04,1.14224298e-04,5.08865342e-05,40
6,47,1.13103240e-04,2.47522185e-05,5.17691551e-05,61
6,48,5.02660259e-05,9.05746638e-05,5.30856196e-05,236
6,49,3.35051482e-05,8.99741499e-05,5.37881824e-05,178
6,50,9.19452505e-05,1.18312913e-04,5.47475247e-05,551
6,51,4.48489554e-05,1.24967119e-04,5.68290052e-05,1381
6,52,7.44882345e-05,1.24020589e-04,5.59988475e-05,30
6,53,7.61208794e-05,1.24701925e-04,5.65113514e-05,123
6,54,6.43981693e-05,5.11127255e-05,5.95067577e-05,236
6,55,5.17770495e-05,2.45413557e-05,6.13763987e-05,110
6,56,8.86511407e-05,6.79309160e-05,6.18467893e-05,363
6,57,6.99404118e-05,6.21810832e-05,6.20791106e-05,161
6,58,5.01924187e-05,1.02300452e-04,6.23060259e-05,167
6,59,8.09227568e-05,5.82963148e-05,6.25792818e-05,141
6,60,1.41693054e-05,1.01151221e-04,6.24322784e-05,163
6,61,4.01731086e-05,2.96792041e-05,6.23615124e-05,55
6,62,6.70996160e-05,8.79874933e-05,6.25834946e-05,101
6,63,1.16531563e-04,2.63313923e-05,6.25000030e-05,4
6,64,5.52743295e-05,1.02907405e-04,6.28639827e-05,108
7,1,8.06300013e-05,6.48722780e-05,0.00000000e+00,5
7,2,8.34779930e-05,6.70099180e-05,6.04431477e-07,158
7,3,8.82030217e-05,7.68385507e-05,1.80338461e-07,66
7,4,2.32510538e-05,8.36626859e-05,2.13390805e-07,65
7,5,2.03779746e-05,8.66069022e-05,1.87738436e-07,53
7,6,1.01543701e-04,1.08831497e-04,0.00000000e+00,4
7,7,5.51299672e-05,1.11782574e-04,7.53245104e-07,764
7,8,1.71874999e-05,1.13849994e-04,0.00000000e+00,1
